1,0.022943,0.000000,0.019531,0.039062,0.000000,0.005015
1,0.018740,0.005071,0.032848,0.023907,0.000000,0.000000
0,0.005420,0.015829,0.018531,0.028043,0.000000,0.000000
1,0.022320,0.000000,0.041374,0.037324,0.003052,0.000000
1,0.036516,0.000000,0.019531,0.039062,0.000000,0.035996
2,0.007010,0.000000,0.005278,0.056300,0.000000,0.022781
1,0.030619,0.004792,0.025812,0.030583,0.000000,0.011145
1,0.056387,0.000000,0.011015,0.031634,0.044329,0.000000
1,0.038229,0.000000,0.019531,0.039062,0.000000,0.067000
1,0.039308,0.003952,0.042181,0.035450,0.023962,0.086657
2,0.043801,0.000000,0.041067,0.038519,0.000000,0.070329
1,0.038684,0.000000,0.035621,0.038171,0.012825,0.049282
1,0.037005,0.000000,0.019531,0.039062,0.000000,0.098006
1,0.043459,0.000000,0.029178,0.033744,0.000000,0.115957
2,0.065401,0.000000,0.044255,0.041833,0.036414,0.143360
2,0.032931,0.000000,0.000000,0.055490,0.009967,0.048762
1,0.024963,0.000000,0.019531,0.039062,0.000000,0.032975
1,0.008646,0.002797,0.000000,0.028732,0.006200,0.079635
0,0.034527,0.014684,0.012279,0.037712,0.007676,0.065524
0,0.050966,0.000000,0.000000,0.055234,0.000000,0.048763
1,0.025541,0.000000,0.019531,0.039062,0.000000,0.063972
0,0.000000,0.000000,0.020981,0.023007,0.000000,0.033957
1,0.024180,0.002812,0.000617,0.022824,0.022183,0.015380
2,0.016024,0.003388,0.014009,0.035878,0.000000,0.019126
1,0.022071,0.000000,0.019531,0.039062,0.000000,0.094970
0,0.034708,0.010692,0.036220,0.046075,0.000000,0.103710
1,0.008131,0.000000,0.045765,0.023131,0.000000,0.058298
1,0.025332,0.000000,0.019978,0.057817,0.045201,0.119208
1,0.024550,0.000000,0.019531,0.039062,0.000000,0.125975
2,0.022243,0.000000,0.047564,0.019966,0.000000,0.174118
0,0.034079,0.015625,0.013555,0.024388,0.037977,0.083253
1,0.003688,0.003153,0.002887,0.019483,0.000000,0.091355
1,0.025844,0.000000,0.019531,0.039062,0.000000,0.156976
2,0.029064,0.000000,0.000000,0.044034,0.000000,0.199217
2,0.001366,0.001919,0.030391,0.027117,0.000000,0.195105
2,0.039241,0.014900,0.049467,0.025003,0.000000,0.200220
1,0.027525,0.000000,0.019531,0.039062,0.000000,0.187970
0,0.039738,0.000000,0.034005,0.036335,0.000000,0.160570
1,0.038025,0.012811,0.047303,0.055244,0.008727,0.200474
2,0.000122,0.000000,0.040713,0.036492,0.021745,0.221849
1,0.026229,0.000000,0.019531,0.039062,0.000000,0.218981
2,0.051686,0.005145,0.043730,0.053047,0.000000,0.268250
